,BatterName,batter,IsBIP,PA_flag,IsAirPull,Air Pull / PA,Air Pull / BIP,Sample,player_name,pitcher
771,,,193,241.0,14,0.058,0.073,Pitchers,Tyler Rogers,643511.0
772,,,5,6.0,1,0.167,0.2,Pitchers,Tyler Wade,642180.0
773,,,28,42.0,8,0.19,0.286,Pitchers,Tyler Zuber,676604.0
774,,,176,305.0,29,0.095,0.165,Pitchers,Tylor Megill,656731.0
775,,,219,291.0,41,0.141,0.187,Pitchers,Valente Bellozo,678368.0
776,,,52,81.0,16,0.198,0.308,Pitchers,Victor Mederos,682989.0
777,,,108,171.0,11,0.064,0.102,Pitchers,Victor Vodnik,680767.0
778,,,14,15.0,4,0.267,0.286,Pitchers,Vinny Capra,681962.0
779,,,40,55.0,8,0.145,0.2,Pitchers,Wade Miley,489119.0
780,,,352,497.0,57,0.115,0.162,Pitchers,Walker Buehler,621111.0
781,,,14,21.0,4,0.19,0.286,Pitchers,Wander Suero,593833.0
782,,,171,245.0,17,0.069,0.099,Pitchers,Wandy Peralta,593974.0
783,,,12,12.0,2,0.167,0.167,Pitchers,Weston Wilson,642215.0
784,,,25,38.0,6,0.158,0.24,Pitchers,Wikelman Gonzalez,682790.0
785,,,27,53.0,3,0.057,0.111,Pitchers,Will Klein,694361.0
786,,,149,229.0,9,0.039,0.06,Pitchers,Will Vest,676684.0
787,,,368,576.0,51,0.089,0.139,Pitchers,Will Warren,701542.0
788,,,8,8.0,4,0.5,0.5,Pitchers,Will Wilson,669717.0
789,,,4,4.0,0,0.0,0.0,Pitchers,Willi Castro,650489.0
790,,,10,10.0,2,0.2,0.2,Pitchers,Willie MacIver,680862.0
791,,,12,16.0,0,0.0,0.0,Pitchers,Xzavion Curry,675540.0
792,,,37,53.0,9,0.17,0.243,Pitchers,Yaramil Hiraldo,682274.0
793,,,154,236.0,20,0.085,0.13,Pitchers,Yariel Rodriguez,684320.0
794,,,132,196.0,18,0.092,0.136,Pitchers,Yennier Cano,666974.0
795,,,106,147.0,12,0.082,0.113,Pitchers,Yerry De los Santos,660787.0
796,,,11,15.0,2,0.133,0.182,Pitchers,Yilber Diaz,700270.0
797,,,52,89.0,13,0.146,0.25,Pitchers,Yimi Garcia,554340.0
798,,,89,131.0,18,0.137,0.202,Pitchers,Yoendrys Gomez,672782.0
799,,,54,95.0,12,0.126,0.222,Pitchers,Yohan Ramirez,670990.0
800,,,339,539.0,33,0.061,0.097,Pitchers,Yoshinobu Yamamoto,808967.0
801,,,16,21.0,1,0.048,0.062,Pitchers,Yosver Zulueta,691172.0
802,,,121,177.0,20,0.113,0.165,Pitchers,Yu Darvish,506433.0
803,,,132,204.0,23,0.113,0.174,Pitchers,Yuki Matsui,673513.0
804,,,431,643.0,66,0.103,0.153,Pitchers,Yusei Kikuchi,579328.0
805,,,454,643.0,83,0.129,0.183,Pitchers,Zac Gallen,668678.0
806,,,99,131.0,14,0.107,0.141,Pitchers,Zach Agnos,688642.0
807,,,72,110.0,14,0.127,0.194,Pitchers,Zach Brzykcy,694350.0
808,,,244,309.0,45,0.146,0.184,Pitchers,Zach Eflin,621107.0
809,,,3,8.0,2,0.25,0.667,Pitchers,Zach Maxwell,687209.0
810,,,33,39.0,8,0.205,0.242,Pitchers,Zach Pop,647315.0
811,,,8,12.0,0,0.0,0.0,Pitchers,Zach Thompson,605507.0
812,,,66,102.0,5,0.049,0.076,Pitchers,Zack Kelly,677161.0
813,,,488,626.0,78,0.125,0.16,Pitchers,Zack Littell,641793.0
814,,,349,585.0,57,0.097,0.163,Pitchers,Zack Wheeler,554430.0
815,,,19,32.0,1,0.031,0.053,Pitchers,Zak Kent,687849.0
816,,,150,235.0,29,0.123,0.193,Pitchers,Zebby Matthews,805673.0
