,BatterName,batter,GB%,FB%,LD%,Brl%,SweetSpot%,AirPull%,Chase%,Z-Swing%,Contact%,Z-Contact%,la_median,la_std,EV90,xwOBACON,xwOBA,Team,PA,AB,H,R,HR,RBI,SB,CS,AVG,OBP,SLG,SBAtt%,K%,BB%,RotoValue,RV_per600,fHitTool,fDiscipline,fPower,fSpeed,fDurability,Year
272,Garrett Stubbs,596117,0.345,0.259,0.293,0.0,0.414,0.198,0.327,0.671,0.753,0.843,18.5,29.904360294406754,94.55,0.2684568965517241,0.24557095187165776,PHI,187.0,165.0,34.0,20.0,1.0,11.0,5.0,0.0,0.206,0.294,0.261,0.102,0.267,0.091,-2.34,-7.5,,,,94.0,85.0,2024-2025
273,Gary Sanchez,596142,0.405,0.312,0.198,0.105,0.316,0.19,0.263,0.564,0.706,0.806,15.0,27.720747744944912,107.2,0.38050632911392407,0.3125876902887139,BAL,381.0,336.0,75.0,43.0,16.0,61.0,0.0,0.0,0.223,0.304,0.399,0.0,0.27,0.081,-0.48,-0.76,,97.0,113.0,88.0,85.0,2024-2025
274,Gavin Lux,666158,0.479,0.209,0.271,0.048,0.369,0.134,0.213,0.659,0.775,0.844,10.0,26.114256406922493,101.8,0.35470632530120483,0.3100660444444444,CIN,990.0,885.0,229.0,108.0,15.0,103.0,6.0,2.0,0.259,0.334,0.377,0.031,0.226,0.101,3.32,2.02,110.0,102.0,81.0,100.0,116.0,2024-2025
275,Gavin Sheets,657757,0.372,0.237,0.303,0.077,0.408,0.189,0.319,0.608,0.77,0.845,15.0,29.398794409579306,104.84,0.37645318860244237,0.3282559558541267,SD,1046.0,943.0,228.0,92.0,29.0,116.0,4.0,3.0,0.242,0.31,0.393,0.029,0.204,0.083,2.91,1.67,98.0,102.0,102.0,85.0,124.0,2024-2025
276,George Springer,543807,0.441,0.252,0.238,0.125,0.363,0.148,0.22,0.719,0.743,0.806,13.0,28.117970473178758,106.3,0.41134507897934386,0.36740436585365854,TOR,1192.0,1043.0,273.0,180.0,51.0,140.0,34.0,2.0,0.262,0.349,0.459,0.114,0.19,0.108,10.02,5.04,102.0,103.0,123.0,94.0,120.0,2024-2025
277,George Valera,671655,0.5,0.214,0.214,0.036,0.286,0.071,0.221,0.616,0.702,0.787,4.5,30.804791594574784,106.79,0.3048214285714286,0.2798958333333333,CLE,48.0,41.0,9.0,7.0,2.0,5.0,0.0,0.0,0.22,0.333,0.415,0.0,0.271,0.146,-2.64,-33.02,,,,,,2024-2025
278,Geraldo Perdomo,672695,0.413,0.26,0.242,0.051,0.346,0.153,0.192,0.577,0.88,0.921,13.0,29.44894726057855,101.27000000000001,0.3261656365883807,0.3329309423076923,ARI,1093.0,934.0,265.0,159.0,23.0,137.0,36.0,7.0,0.284,0.373,0.43,0.133,0.129,0.119,9.32,5.12,103.0,122.0,96.0,101.0,128.0,2024-2025
279,Giancarlo Stanton,519317,0.374,0.274,0.237,0.212,0.363,0.174,0.288,0.614,0.645,0.738,14.5,29.87639522609728,112.8,0.5043720930232558,0.35755228065395095,NYY,739.0,666.0,165.0,85.0,51.0,138.0,0.0,0.0,0.248,0.318,0.52,0.0,0.323,0.091,4.54,3.69,82.0,94.0,141.0,48.0,94.0,2024-2025
280,Gio Urshela,570482,0.47,0.193,0.289,0.041,0.405,0.116,0.373,0.727,0.767,0.823,11.0,25.579933505760337,101.22,0.33589546351084815,0.2985025832061069,ATH,656.0,613.0,150.0,44.0,9.0,72.0,0.0,1.0,0.245,0.285,0.349,0.007,0.171,0.055,-0.15,-0.14,,,,,,2024-2025
281,Gleyber Torres,650402,0.376,0.303,0.265,0.072,0.393,0.118,0.193,0.671,0.786,0.83,16.0,26.818703424214846,103.62,0.36410256410256414,0.33822814562354764,DET,1291.0,1119.0,287.0,159.0,31.0,137.0,8.0,4.0,0.256,0.344,0.382,0.033,0.184,0.116,6.05,2.81,105.0,110.0,88.0,80.0,125.0,2024-2025
282,Grae Kessinger,666197,0.5,0.286,0.143,0.0,0.214,0.071,0.22,0.696,0.635,0.667,10.5,30.84167296384538,96.2,0.2047142857142857,0.22744768,HOU,25.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.28,0.12,-3.2,-76.8,,,,,,2024-2025
283,Graham Pauley,688363,0.382,0.278,0.236,0.056,0.389,0.188,0.273,0.676,0.73,0.812,20.0,28.678873878088503,102.07,0.3381048951048951,0.2932511627906977,MIA,215.0,193.0,40.0,22.0,6.0,16.0,2.0,0.0,0.207,0.284,0.358,0.044,0.237,0.098,-2.19,-6.11,,,,89.0,102.0,2024-2025
284,Grant Koch,667428,0.0,1.0,0.0,0.0,0.0,0.0,0.367,0.895,0.643,0.706,36.0,,89.1,0.012,0.089,PIT,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.75,0.125,-3.02,-226.43,,,,,,2024-2025
285,Grant McCray,687529,0.506,0.272,0.185,0.123,0.309,0.148,0.301,0.731,0.582,0.684,9.0,31.673176718744052,105.7,0.4101125,0.2478,SF,155.0,146.0,27.0,16.0,5.0,12.0,5.0,0.0,0.185,0.226,0.349,0.208,0.432,0.052,-2.32,-8.96,,,,,121.0,2024-2025
286,Greg Allen,656185,0.667,0.333,0.0,0.0,0.111,0.0,0.348,0.724,0.586,0.714,4.0,39.12089524083574,99.8,0.21133333333333332,0.13585714285714284,BAL,14.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,inf,0.357,0.0,-3.14,-134.47,,,,,,2024-2025
287,Greg Jones,675659,0.0,1.0,0.0,1.0,1.0,1.0,0.286,0.824,0.5,0.5,27.0,,109.7,2.022,0.34025,CWS,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.143,0.25,0.571,1.0,0.75,0.125,-2.8,-209.67,,,,,,2024-2025
288,Griffin Conine,665052,0.519,0.204,0.231,0.111,0.324,0.093,0.281,0.685,0.68,0.755,6.0,26.726974575417277,107.29,0.38958333333333334,0.2965439542857143,MIA,175.0,161.0,42.0,27.0,5.0,20.0,0.0,1.0,0.261,0.32,0.435,0.026,0.303,0.074,-1.54,-5.29,,,,92.0,85.0,2024-2025
289,Gunnar Henderson,683002,0.479,0.213,0.252,0.099,0.336,0.118,0.252,0.671,0.753,0.83,8.0,26.60660465503514,107.5,0.4227532608695652,0.3605708809698751,BAL,1370.0,1207.0,335.0,203.0,54.0,160.0,51.0,9.0,0.278,0.357,0.485,0.167,0.216,0.102,13.83,6.06,101.0,100.0,106.0,118.0,123.0,2024-2025
290,Gustavo Campero,672569,0.463,0.232,0.232,0.049,0.28,0.134,0.32,0.73,0.747,0.812,10.5,29.022343924179477,99.27000000000001,0.3259146341463415,0.2967925789473684,LAA,114.0,104.0,21.0,15.0,4.0,14.0,7.0,1.0,0.202,0.272,0.346,0.32,0.193,0.044,-1.91,-10.06,,,,,84.0,2024-2025
291,Ha-Seong Kim,673490,0.4,0.244,0.251,0.049,0.366,0.18,0.192,0.55,0.841,0.873,14.0,30.5587623695633,103.3,0.3248855291576674,0.3092165981595092,ATL,657.0,574.0,134.0,79.0,16.0,64.0,29.0,7.0,0.233,0.323,0.362,0.208,0.177,0.113,2.46,2.25,94.0,108.0,92.0,106.0,108.0,2024-2025
292,Harold Ramirez,623912,0.608,0.132,0.228,0.032,0.275,0.042,0.453,0.687,0.686,0.799,0.0,27.073337593758335,103.22,0.29688359788359786,0.24817635772357724,WSH,246.0,238.0,63.0,28.0,2.0,30.0,6.0,2.0,0.265,0.285,0.328,0.133,0.203,0.02,-0.91,-2.22,,,,,,2024-2025
293,Harrison Bader,664056,0.446,0.232,0.234,0.083,0.355,0.201,0.33,0.625,0.731,0.821,12.0,29.694580100473402,105.23,0.3588423566878981,0.2995392179487179,PHI,938.0,850.0,217.0,118.0,29.0,105.0,28.0,15.0,0.255,0.316,0.409,0.192,0.246,0.064,5.77,3.69,100.0,96.0,107.0,115.0,120.0,2024-2025
294,Harry Ford,695670,0.5,0.5,0.0,0.25,0.25,0.0,0.333,0.786,0.5,0.727,18.0,28.324018076537094,101.81,0.404,0.292488375,SEA,8.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.167,0.25,0.167,0.0,0.375,0.0,-2.91,-218.52,,,,,105.0,2024-2025
295,Hayden Senger,663584,0.462,0.173,0.269,0.038,0.288,0.096,0.393,0.679,0.669,0.806,11.0,34.77123579357466,102.48,0.3481764705882353,0.2672782727272727,NYM,77.0,72.0,13.0,8.0,0.0,4.0,0.0,0.0,0.181,0.221,0.194,0.0,0.286,0.039,-3.01,-23.45,,,,,90.0,2024-2025
296,Heliot Ramos,671218,0.44,0.261,0.244,0.112,0.347,0.112,0.298,0.686,0.732,0.832,12.0,28.654272377881494,107.2,0.40377216748768474,0.3317580719602978,SF,1213.0,1095.0,287.0,139.0,43.0,141.0,12.0,5.0,0.262,0.326,0.43,0.056,0.242,0.073,7.21,3.57,105.0,97.0,94.0,98.0,124.0,2024-2025
297,Henry Davis,680779,0.352,0.279,0.209,0.098,0.332,0.184,0.311,0.743,0.689,0.773,20.0,33.019972889043984,104.8,0.3583208333333333,0.28148872361809046,PIT,398.0,356.0,57.0,34.0,8.0,27.0,2.0,1.0,0.16,0.236,0.258,0.04,0.304,0.078,-3.22,-4.85,102.0,95.0,91.0,96.0,99.0,2024-2025
298,Heriberto Hernandez,681715,0.421,0.295,0.219,0.109,0.301,0.191,0.215,0.679,0.649,0.71,14.0,30.380351741429617,105.76,0.41278142076502733,0.33812611224489797,MIA,294.0,256.0,68.0,40.0,10.0,45.0,1.0,1.0,0.266,0.347,0.438,0.025,0.262,0.105,-0.25,-0.51,89.0,97.0,106.0,106.0,109.0,2024-2025
299,Heston Kjerstad,677008,0.427,0.264,0.242,0.073,0.371,0.073,0.369,0.77,0.705,0.826,13.0,29.74335779979075,104.39,0.37887640449438204,0.3001179928315412,BAL,281.0,255.0,55.0,24.0,8.0,33.0,2.0,0.0,0.216,0.285,0.353,0.032,0.278,0.057,-1.71,-3.65,,,,89.0,100.0,2024-2025
300,Hunter Feduccia,676439,0.479,0.183,0.239,0.07,0.324,0.07,0.216,0.662,0.727,0.797,9.0,29.060617975236102,102.8,0.30419718309859156,0.2814957983193277,TB,119.0,100.0,17.0,7.0,0.0,9.0,1.0,0.0,0.17,0.286,0.22,0.034,0.261,0.143,-3.06,-15.41,,,,,105.0,2024-2025
301,Hunter Goodman,696100,0.386,0.301,0.221,0.128,0.343,0.193,0.377,0.76,0.682,0.802,16.0,29.822562560994143,107.22,0.40717068645640075,0.31533959402241596,COL,803.0,751.0,190.0,97.0,44.0,127.0,2.0,3.0,0.253,0.296,0.491,0.033,0.269,0.051,4.57,3.42,101.0,93.0,127.0,84.0,121.0,2024-2025
302,Hunter Renfroe,592669,0.404,0.268,0.192,0.066,0.281,0.189,0.262,0.626,0.766,0.849,17.0,31.926157635599008,105.1,0.3146404199475066,0.28593681203007515,KC,532.0,484.0,106.0,49.0,15.0,56.0,1.0,1.0,0.219,0.286,0.362,0.018,0.197,0.083,-0.8,-0.91,,,,,,2024-2025
303,Hyeseong Kim,808975,0.527,0.182,0.264,0.027,0.418,0.1,0.352,0.658,0.686,0.781,8.5,24.710102339556578,98.61999999999999,0.35107339449541286,0.25970408284023666,LAD,169.0,161.0,45.0,19.0,3.0,17.0,13.0,1.0,0.28,0.314,0.385,0.326,0.308,0.041,-0.69,-2.44,,,,141.0,97.0,2024-2025
304,Ian Happ,664023,0.379,0.297,0.245,0.11,0.373,0.161,0.221,0.656,0.737,0.805,16.0,28.455863232772526,106.0,0.4198135593220339,0.3548471799544419,CHC,1320.0,1138.0,275.0,176.0,48.0,164.0,19.0,5.0,0.242,0.341,0.43,0.072,0.242,0.127,7.64,3.47,101.0,105.0,105.0,93.0,127.0,2024-2025
305,Ildemaro Vargas,545121,0.561,0.187,0.215,0.02,0.289,0.153,0.323,0.625,0.853,0.915,3.0,30.137143070968765,101.58,0.2907492795389049,0.2834372153110048,ARI,418.0,387.0,98.0,33.0,4.0,49.0,9.0,4.0,0.253,0.294,0.336,0.13,0.11,0.05,-0.22,-0.31,90.0,110.0,87.0,91.0,102.0,2024-2025
306,Isaac Collins,686555,0.435,0.236,0.257,0.048,0.36,0.178,0.183,0.644,0.767,0.832,12.0,28.643808508162472,103.99000000000001,0.3443910034602076,0.3176514288840263,MIL,457.0,389.0,101.0,56.0,9.0,55.0,17.0,7.0,0.26,0.363,0.401,0.182,0.225,0.129,1.42,1.86,103.0,106.0,94.0,111.0,114.0,2024-2025
307,Isaac Paredes,670623,0.308,0.305,0.256,0.052,0.382,0.303,0.245,0.629,0.831,0.889,22.0,27.52159678053641,101.34,0.31143908969210177,0.3133449387186629,HOU,1079.0,920.0,226.0,117.0,39.0,134.0,1.0,2.0,0.246,0.349,0.421,0.01,0.168,0.117,4.36,2.42,103.0,111.0,120.0,66.0,109.0,2024-2025
308,Isiah Kiner-Falefa,643396,0.531,0.164,0.243,0.019,0.319,0.097,0.311,0.621,0.85,0.913,7.0,28.969327173353342,100.69,0.30386559139784947,0.2745442344244984,TOR,947.0,896.0,238.0,98.0,10.0,83.0,26.0,6.0,0.266,0.302,0.356,0.139,0.164,0.035,4.4,2.79,105.0,99.0,70.0,108.0,121.0,2024-2025
309,Ivan Herrera,671056,0.469,0.204,0.267,0.103,0.368,0.121,0.257,0.626,0.762,0.844,10.0,26.272455056600936,107.15,0.4215185185185185,0.373476495049505,STL,708.0,617.0,179.0,91.0,24.0,93.0,13.0,2.0,0.29,0.373,0.451,0.07,0.194,0.096,4.93,4.18,103.0,103.0,111.0,80.0,106.0,2024-2025
310,J.C. Escarra,641555,0.444,0.194,0.264,0.056,0.306,0.167,0.208,0.652,0.806,0.891,8.5,31.611627483811617,104.55999999999999,0.29886111111111113,0.30552030612244896,NYY,98.0,84.0,17.0,5.0,2.0,11.0,1.0,0.0,0.202,0.296,0.333,0.045,0.143,0.112,-2.67,-16.33,,,,,87.0,2024-2025
311,J.D. Davis,605204,0.642,0.156,0.147,0.083,0.248,0.046,0.254,0.749,0.646,0.688,3.0,29.630445537525986,105.92,0.32020183486238535,0.27387093975903615,LAA,166.0,151.0,32.0,13.0,4.0,6.0,0.0,0.0,0.212,0.283,0.325,0.0,0.253,0.072,-2.66,-9.61,,,,,,2024-2025
312,J.D. Martinez,502110,0.397,0.319,0.231,0.149,0.424,0.125,0.297,0.69,0.685,0.819,14.0,25.147139007323688,105.66,0.45469830508474574,0.3518475600814664,NYM,491.0,434.0,101.0,46.0,16.0,69.0,0.0,0.0,0.233,0.318,0.403,0.0,0.287,0.1,-0.12,-0.15,,,,,,2024-2025
313,J.P. Crawford,641487,0.45,0.236,0.249,0.055,0.374,0.119,0.203,0.639,0.797,0.839,12.0,26.50241525383083,102.8,0.35331756756756755,0.3233775041020966,SEA,1099.0,962.0,229.0,124.0,21.0,94.0,13.0,1.0,0.238,0.331,0.349,0.047,0.204,0.115,3.02,1.65,107.0,106.0,84.0,83.0,128.0,2024-2025
314,J.P. Martinez,679881,0.667,0.0,0.167,0.0,0.167,0.0,0.375,0.769,0.654,0.8,-8.5,30.938648968563577,95.15,0.157,0.09419999999999999,ATL,10.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,1.0,0.4,0.0,-2.84,-170.25,,,,,,2024-2025
315,J.T. Realmuto,592663,0.447,0.227,0.266,0.095,0.383,0.125,0.314,0.673,0.749,0.841,12.0,26.95930961139002,105.56,0.4042824427480916,0.3301206989583333,PHI,962.0,882.0,230.0,107.0,26.0,99.0,10.0,4.0,0.261,0.318,0.404,0.06,0.24,0.064,4.31,2.69,105.0,96.0,91.0,104.0,117.0,2024-2025
316,JJ Bleday,668709,0.355,0.314,0.232,0.081,0.356,0.173,0.248,0.665,0.726,0.82,19.0,28.868836408036,103.6,0.34560090361445783,0.30603403058103973,ATH,985.0,879.0,203.0,122.0,34.0,99.0,3.0,5.0,0.231,0.313,0.424,0.038,0.219,0.105,2.72,1.66,89.0,99.0,110.0,89.0,117.0,2024-2025
317,Jac Caglianone,695506,0.506,0.203,0.241,0.12,0.304,0.12,0.386,0.673,0.732,0.847,7.5,33.70054419485339,109.36,0.38289240506329114,0.3275407284482758,KC,232.0,210.0,33.0,19.0,7.0,18.0,1.0,0.0,0.157,0.237,0.295,0.024,0.224,0.078,-3.0,-7.75,,102.0,95.0,92.0,115.0,2024-2025
318,Jace Jung,690291,0.494,0.173,0.222,0.037,0.333,0.136,0.265,0.653,0.717,0.805,10.0,27.882164970762048,104.8,0.31087654320987657,0.2772079865771812,DET,149.0,126.0,24.0,22.0,0.0,6.0,0.0,1.0,0.19,0.315,0.23,0.024,0.302,0.148,-2.87,-11.54,,,,,115.0,2024-2025
319,Jace Peterson,607054,0.765,0.0,0.235,0.0,0.235,0.118,0.25,0.7,0.688,0.829,-6.0,24.806604907943843,98.46,0.25429411764705884,0.24703846153846154,ARI,26.0,22.0,1.0,2.0,0.0,1.0,0.0,0.0,0.045,0.154,0.045,0.0,0.231,0.115,-3.17,-73.08,,,,,,2024-2025
320,Jack Leiter,683004,,,,,,,1.0,0.0,0.0,,,,,,0.0,TEX,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.94,-1761.66,,,,,,2024-2025
321,Jack Lopez,605346,0.535,0.116,0.279,0.023,0.349,0.116,0.427,0.693,0.662,0.788,8.0,27.264079134901976,100.58,0.28071428571428575,0.1987170285714286,LAA,70.0,67.0,17.0,4.0,1.0,6.0,0.0,1.0,0.254,0.286,0.343,0.062,0.357,0.029,-2.62,-22.49,,,,,105.0,2024-2025
322,Jack Suwinski,669261,0.422,0.281,0.243,0.099,0.319,0.156,0.203,0.648,0.708,0.794,13.0,27.61412491695733,106.88000000000001,0.37817938931297707,0.30132207777777775,PIT,454.0,397.0,67.0,44.0,12.0,36.0,16.0,2.0,0.169,0.271,0.297,0.188,0.3,0.112,-1.56,-2.07,93.0,98.0,108.0,110.0,112.0,2024-2025
323,Jack Winkler,676466,0.5,0.333,0.167,0.083,0.417,0.25,0.242,0.714,0.737,0.867,10.0,26.034941555881815,99.64,0.28150000000000003,0.211125,MIA,16.0,16.0,4.0,2.0,0.0,0.0,1.0,0.0,0.25,0.25,0.375,0.5,0.25,0.0,-2.8,-105.01,,,,,98.0,2024-2025
324,Jackson Chourio,694192,0.453,0.251,0.24,0.088,0.35,0.12,0.345,0.681,0.735,0.833,11.0,30.572766967284718,105.5,0.38789679715302494,0.3256511393939394,MIL,1160.0,1077.0,292.0,168.0,42.0,158.0,43.0,14.0,0.271,0.316,0.462,0.225,0.209,0.059,10.98,5.68,102.0,96.0,102.0,127.0,120.0,2024-2025
325,Jackson Holliday,702616,0.506,0.255,0.202,0.079,0.334,0.093,0.237,0.676,0.731,0.802,9.0,27.509763247572188,103.9,0.36466432337434096,0.30639333294392523,BAL,857.0,776.0,178.0,98.0,22.0,78.0,21.0,11.0,0.229,0.3,0.36,0.156,0.244,0.083,2.48,1.74,99.0,97.0,90.0,114.0,123.0,2024-2025
326,Jackson Merrill,701538,0.378,0.319,0.26,0.12,0.426,0.13,0.359,0.798,0.766,0.839,15.5,25.158481278194856,105.21000000000001,0.43597610062893083,0.366897966323667,SD,1070.0,994.0,277.0,136.0,40.0,156.0,17.0,5.0,0.279,0.321,0.48,0.093,0.195,0.058,8.68,4.87,119.0,98.0,105.0,104.0,111.0,2024-2025
327,Jacob Amaya,676070,0.521,0.17,0.245,0.011,0.255,0.074,0.216,0.539,0.763,0.825,4.0,28.372275981729707,100.53999999999999,0.2591397849462366,0.2013888888888889,CWS,144.0,134.0,19.0,11.0,0.0,11.0,3.0,0.0,0.142,0.181,0.157,0.125,0.306,0.049,-3.23,-13.46,,,,,104.0,2024-2025
328,Jacob Hurtubise,674441,0.383,0.234,0.319,0.0,0.383,0.191,0.233,0.614,0.787,0.841,18.0,28.127369876513743,96.44,0.2886279069767442,0.26477918987341775,CIN,79.0,67.0,11.0,10.0,0.0,3.0,2.0,0.0,0.164,0.291,0.209,0.095,0.304,0.089,-2.9,-22.01,,,,,93.0,2024-2025
329,Jacob Melton,689200,0.805,0.073,0.122,0.049,0.195,0.049,0.276,0.626,0.645,0.71,-2.0,23.525258869522535,105.9,0.34717073170731705,0.24879412987012986,HOU,77.0,70.0,11.0,7.0,0.0,7.0,7.0,2.0,0.157,0.234,0.186,0.529,0.377,0.078,-2.56,-19.91,,,,,88.0,2024-2025
330,Jacob Stallings,607732,0.465,0.281,0.212,0.054,0.377,0.15,0.299,0.665,0.687,0.778,12.0,28.241731734180377,101.32,0.3247286821705426,0.2821393071253071,BAL,408.0,362.0,80.0,36.0,9.0,45.0,0.0,0.0,0.221,0.306,0.359,0.0,0.257,0.081,-1.43,-2.1,,,,,,2024-2025
331,Jacob Wilson,805779,0.532,0.17,0.247,0.019,0.322,0.124,0.328,0.666,0.899,0.926,7.0,26.257921769170828,98.87,0.2980866290018832,0.3020360064308682,ATH,623.0,578.0,175.0,73.0,13.0,66.0,5.0,2.0,0.303,0.35,0.426,0.04,0.079,0.056,3.22,3.1,108.0,126.0,90.0,92.0,112.0,2024-2025
332,Jacob Young,696285,0.565,0.152,0.235,0.017,0.293,0.063,0.262,0.602,0.815,0.884,3.5,30.46134984614642,101.25,0.3200063694267516,0.29028289965397924,WSH,868.0,793.0,195.0,109.0,5.0,67.0,48.0,21.0,0.246,0.308,0.313,0.305,0.192,0.066,4.39,3.03,98.0,101.0,72.0,131.0,117.0,2024-2025
333,Jahmai Jones,663330,0.339,0.266,0.266,0.121,0.371,0.194,0.22,0.682,0.73,0.812,18.0,29.464317634005305,106.77,0.4561707317073171,0.37445580512820514,DET,196.0,171.0,48.0,29.0,8.0,29.0,3.0,1.0,0.281,0.372,0.52,0.08,0.245,0.102,-0.68,-2.09,,,,109.0,108.0,2024-2025
334,Jair Camargo,665856,1.0,0.0,0.0,0.0,0.0,0.0,0.316,0.556,0.545,0.6,-4.0,7.0,84.92,0.17466666666666666,0.17485714285714285,MIN,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.429,0.143,-3.0,-257.32,,,,,,2024-2025
335,Jake Bauers,641343,0.311,0.333,0.259,0.117,0.401,0.227,0.2,0.676,0.718,0.808,21.0,27.299995404502642,105.72,0.4212491909385113,0.3265367384341637,MIL,564.0,485.0,103.0,73.0,19.0,71.0,21.0,2.0,0.212,0.321,0.375,0.162,0.314,0.126,1.43,1.52,97.0,99.0,105.0,101.0,100.0,2024-2025
336,Jake Burger,669394,0.421,0.284,0.217,0.13,0.34,0.14,0.378,0.705,0.703,0.82,14.0,29.822023292824614,108.4,0.4294625954198473,0.3358805424973767,TEX,955.0,891.0,216.0,111.0,45.0,128.0,2.0,2.0,0.242,0.286,0.441,0.021,0.254,0.045,4.32,2.71,97.0,91.0,108.0,96.0,113.0,2024-2025
337,Jake Cave,595909,0.459,0.245,0.279,0.052,0.367,0.105,0.334,0.71,0.718,0.789,11.0,27.147760147450825,102.4,0.3610614035087719,0.2759947441860465,COL,345.0,323.0,80.0,42.0,7.0,37.0,5.0,2.0,0.248,0.287,0.393,0.099,0.284,0.052,-0.55,-0.95,,,,,,2024-2025
338,Jake Cronenworth,630105,0.434,0.272,0.228,0.071,0.349,0.131,0.227,0.642,0.822,0.89,13.0,26.887287873070818,103.75,0.35105505761843786,0.3300968363479759,SD,1162.0,996.0,242.0,133.0,28.0,142.0,8.0,5.0,0.243,0.343,0.385,0.041,0.194,0.112,4.47,2.31,107.0,109.0,90.0,94.0,123.0,2024-2025
339,Jake Fraley,641584,0.409,0.228,0.282,0.038,0.379,0.176,0.295,0.768,0.777,0.852,14.0,28.00086252040804,102.36,0.3281341176470588,0.2965561304347826,ATL,599.0,541.0,142.0,75.0,11.0,49.0,24.0,8.0,0.262,0.329,0.383,0.205,0.199,0.085,2.54,2.55,109.0,102.0,94.0,117.0,98.0,2024-2025
340,Jake Mangum,663968,0.618,0.143,0.207,0.026,0.271,0.05,0.439,0.783,0.811,0.866,0.0,29.033259350277977,101.88000000000001,0.30474853801169594,0.2786194379391101,TB,427.0,405.0,120.0,37.0,3.0,40.0,27.0,5.0,0.296,0.33,0.368,0.269,0.15,0.044,2.19,3.08,120.0,104.0,74.0,135.0,109.0,2024-2025
341,Jake McCarthy,664983,0.533,0.212,0.201,0.035,0.314,0.111,0.321,0.663,0.813,0.909,7.0,31.119973311049588,100.09,0.33036516853932585,0.3050064406779661,ARI,709.0,648.0,168.0,84.0,12.0,76.0,31.0,6.0,0.259,0.317,0.383,0.204,0.166,0.058,3.81,3.22,107.0,98.0,84.0,125.0,114.0,2024-2025
342,Jake Meyers,676694,0.463,0.242,0.239,0.06,0.358,0.124,0.281,0.685,0.754,0.861,11.0,26.052369716620476,103.4,0.35974760383386584,0.3161862376126126,HOU,889.0,804.0,200.0,104.0,16.0,85.0,27.0,8.0,0.249,0.314,0.364,0.157,0.207,0.074,3.9,2.63,108.0,100.0,74.0,107.0,109.0,2024-2025
343,Jake Rogers,668670,0.41,0.303,0.213,0.097,0.343,0.187,0.248,0.666,0.691,0.767,18.0,28.455620946197403,102.8,0.37107023411371237,0.29147631656184486,DET,478.0,433.0,82.0,57.0,13.0,55.0,1.0,0.0,0.189,0.257,0.342,0.012,0.289,0.077,-1.61,-2.02,93.0,91.0,106.0,77.0,82.0,2024-2025
344,Jakob Marsee,805300,0.444,0.241,0.272,0.08,0.401,0.099,0.2,0.628,0.805,0.873,11.5,25.933001187122077,104.57,0.40429629629629626,0.3518908034188034,MIA,234.0,209.0,61.0,28.0,5.0,33.0,14.0,6.0,0.292,0.363,0.478,0.339,0.205,0.094,0.27,0.7,,102.0,102.0,126.0,117.0,2024-2025
345,Jakson Reetz,656883,0.444,0.556,0.0,0.111,0.111,0.333,0.423,0.739,0.571,0.765,25.0,22.49506118635328,99.94,0.3678888888888889,0.2674,SF,15.0,14.0,2.0,1.0,1.0,1.0,0.0,0.0,0.143,0.2,0.429,0.0,0.333,0.067,-2.92,-116.78,,,,,88.0,2024-2025
346,James McCann,543510,0.425,0.28,0.244,0.083,0.374,0.11,0.332,0.688,0.715,0.811,13.0,27.475451850512698,105.27,0.3859802371541502,0.3162217696476965,ARI,369.0,337.0,83.0,45.0,13.0,48.0,1.0,0.0,0.246,0.298,0.407,0.012,0.241,0.057,-0.26,-0.43,,,,78.0,90.0,2024-2025
347,James Outman,681546,0.349,0.309,0.237,0.105,0.336,0.204,0.285,0.662,0.613,0.737,18.0,32.364132037234164,106.68,0.3990986842105263,0.2782571875,MIN,304.0,270.0,39.0,31.0,10.0,23.0,3.0,1.0,0.144,0.24,0.296,0.075,0.388,0.092,-2.95,-5.83,92.0,98.0,106.0,112.0,118.0,2024-2025
348,James Wood,695578,0.516,0.202,0.27,0.144,0.372,0.095,0.232,0.557,0.681,0.779,7.0,25.246228021009966,110.6,0.48972664359861595,0.3613891279527559,WSH,1025.0,893.0,231.0,130.0,40.0,135.0,29.0,15.0,0.259,0.351,0.459,0.166,0.31,0.121,7.58,4.44,98.0,99.0,124.0,111.0,124.0,2024-2025
349,Jamie Westbrook,642197,0.321,0.357,0.25,0.107,0.464,0.179,0.309,0.644,0.674,0.776,15.5,27.4793573317332,101.78,0.4012142857142857,0.31391897872340424,BOS,47.0,40.0,6.0,4.0,2.0,7.0,0.0,0.0,0.15,0.234,0.35,0.0,0.298,0.085,-2.85,-36.41,,,,,109.0,2024-2025
